time,word,subject,count
2019-06-28T01:00:00Z,fuck,biden,8
2019-06-28T01:00:00Z,fuck,bennet,0
2019-06-28T01:00:00Z,fuck,buttigieg,0
2019-06-28T01:00:00Z,fuck,gillibrand,0
2019-06-28T01:00:00Z,fuck,kamala,0
2019-06-28T01:00:00Z,fuck,hickenlooper,0
2019-06-28T01:00:00Z,fuck,bernie,6
2019-06-28T01:00:00Z,fuck,swalwell,0
2019-06-28T01:00:00Z,fuck,williamson,1
2019-06-28T01:00:00Z,fuck,yang,3
2019-06-28T01:00:00Z,fuck,trump,36
2019-06-28T01:00:00Z,shit,biden,14
2019-06-28T01:00:00Z,shit,bennet,0
2019-06-28T01:00:00Z,shit,buttigieg,0
2019-06-28T01:00:00Z,shit,gillibrand,0
2019-06-28T01:00:00Z,shit,kamala,0
2019-06-28T01:00:00Z,shit,hickenlooper,0
2019-06-28T01:00:00Z,shit,bernie,2
2019-06-28T01:00:00Z,shit,swalwell,0
2019-06-28T01:00:00Z,shit,williamson,1
2019-06-28T01:00:00Z,shit,yang,2
2019-06-28T01:00:00Z,shit,trump,10
2019-06-28T01:00:00Z,bitch,biden,1
2019-06-28T01:00:00Z,bitch,bennet,0
2019-06-28T01:00:00Z,bitch,buttigieg,0
2019-06-28T01:00:00Z,bitch,gillibrand,0
2019-06-28T01:00:00Z,bitch,kamala,0
2019-06-28T01:00:00Z,bitch,hickenlooper,0
2019-06-28T01:00:00Z,bitch,bernie,1
2019-06-28T01:00:00Z,bitch,swalwell,0
2019-06-28T01:00:00Z,bitch,williamson,0
2019-06-28T01:00:00Z,bitch,yang,0
2019-06-28T01:00:00Z,bitch,trump,1
2019-06-28T01:00:00Z,ass,biden,1
2019-06-28T01:00:00Z,ass,bennet,0
2019-06-28T01:00:00Z,ass,buttigieg,0
2019-06-28T01:00:00Z,ass,gillibrand,0
2019-06-28T01:00:00Z,ass,kamala,0
2019-06-28T01:00:00Z,ass,hickenlooper,0
2019-06-28T01:00:00Z,ass,bernie,1
2019-06-28T01:00:00Z,ass,swalwell,0
2019-06-28T01:00:00Z,ass,williamson,0
2019-06-28T01:00:00Z,ass,yang,1
2019-06-28T01:00:00Z,ass,trump,9
2019-06-28T01:00:00Z,dick,biden,0
2019-06-28T01:00:00Z,dick,bennet,0
2019-06-28T01:00:00Z,dick,buttigieg,0
2019-06-28T01:00:00Z,dick,gillibrand,0
2019-06-28T01:00:00Z,dick,kamala,0
2019-06-28T01:00:00Z,dick,hickenlooper,0
2019-06-28T01:00:00Z,dick,bernie,1
2019-06-28T01:00:00Z,dick,swalwell,0
2019-06-28T01:00:00Z,dick,williamson,0
2019-06-28T01:00:00Z,dick,yang,1
2019-06-28T01:00:00Z,dick,trump,0
2019-06-28T01:01:00Z,fuck,biden,7
2019-06-28T01:01:00Z,fuck,bennet,2
2019-06-28T01:01:00Z,fuck,buttigieg,2
2019-06-28T01:01:00Z,fuck,gillibrand,0
2019-06-28T01:01:00Z,fuck,kamala,5
2019-06-28T01:01:00Z,fuck,hickenlooper,0
2019-06-28T01:01:00Z,fuck,bernie,6
2019-06-28T01:01:00Z,fuck,swalwell,0
2019-06-28T01:01:00Z,fuck,williamson,3
2019-06-28T01:01:00Z,fuck,yang,1
2019-06-28T01:01:00Z,fuck,trump,32
2019-06-28T01:01:00Z,shit,biden,1
2019-06-28T01:01:00Z,shit,bennet,0
2019-06-28T01:01:00Z,shit,buttigieg,0
2019-06-28T01:01:00Z,shit,gillibrand,0
2019-06-28T01:01:00Z,shit,kamala,1
2019-06-28T01:01:00Z,shit,hickenlooper,0
2019-06-28T01:01:00Z,shit,bernie,1
2019-06-28T01:01:00Z,shit,swalwell,1
2019-06-28T01:01:00Z,shit,williamson,0
2019-06-28T01:01:00Z,shit,yang,2
2019-06-28T01:01:00Z,shit,trump,8
2019-06-28T01:01:00Z,bitch,biden,0
2019-06-28T01:01:00Z,bitch,bennet,0
2019-06-28T01:01:00Z,bitch,buttigieg,0
2019-06-28T01:01:00Z,bitch,gillibrand,0
2019-06-28T01:01:00Z,bitch,kamala,0
2019-06-28T01:01:00Z,bitch,hickenlooper,0
2019-06-28T01:01:00Z,bitch,bernie,1
2019-06-28T01:01:00Z,bitch,swalwell,0
2019-06-28T01:01:00Z,bitch,williamson,0
2019-06-28T01:01:00Z,bitch,yang,0
2019-06-28T01:01:00Z,bitch,trump,2
2019-06-28T01:01:00Z,ass,biden,1
2019-06-28T01:01:00Z,ass,bennet,0
2019-06-28T01:01:00Z,ass,buttigieg,0
2019-06-28T01:01:00Z,ass,gillibrand,0
2019-06-28T01:01:00Z,ass,kamala,0
2019-06-28T01:01:00Z,ass,hickenlooper,1
2019-06-28T01:01:00Z,ass,bernie,3
