time,word,subject,count
2019-04-15T00:45:00Z,fuck,jon snow,1
2019-04-15T00:45:00Z,fuck,daenerys,1
2019-04-15T00:45:00Z,fuck,sansa,1
2019-04-15T00:45:00Z,fuck,arya,0
2019-04-15T00:45:00Z,fuck,tyrion,1
2019-04-15T00:45:00Z,fuck,jaime,1
2019-04-15T00:45:00Z,fuck,cersei,3
2019-04-15T00:45:00Z,shit,jon snow,1
2019-04-15T00:45:00Z,shit,daenerys,1
2019-04-15T00:45:00Z,shit,sansa,0
2019-04-15T00:45:00Z,shit,arya,1
2019-04-15T00:45:00Z,shit,tyrion,2
2019-04-15T00:45:00Z,shit,jaime,0
2019-04-15T00:45:00Z,shit,cersei,1
2019-04-15T00:45:00Z,bitch,jon snow,1
2019-04-15T00:45:00Z,bitch,daenerys,3
2019-04-15T00:45:00Z,bitch,sansa,1
2019-04-15T00:45:00Z,bitch,arya,3
2019-04-15T00:45:00Z,bitch,tyrion,2
2019-04-15T00:45:00Z,bitch,jaime,1
2019-04-15T00:45:00Z,bitch,cersei,1
2019-04-15T00:45:00Z,ass,jon snow,1
2019-04-15T00:45:00Z,ass,daenerys,0
2019-04-15T00:45:00Z,ass,sansa,1
2019-04-15T00:45:00Z,ass,arya,0
2019-04-15T00:45:00Z,ass,tyrion,0
2019-04-15T00:45:00Z,ass,jaime,1
2019-04-15T00:45:00Z,ass,cersei,1
2019-04-15T00:45:00Z,dick,jon snow,0
2019-04-15T00:45:00Z,dick,daenerys,0
2019-04-15T00:45:00Z,dick,sansa,0
2019-04-15T00:45:00Z,dick,arya,0
2019-04-15T00:45:00Z,dick,tyrion,0
2019-04-15T00:45:00Z,dick,jaime,0
2019-04-15T00:45:00Z,dick,cersei,0
2019-04-15T00:45:00Z,douche,jon snow,0
2019-04-15T00:45:00Z,douche,daenerys,0
2019-04-15T00:45:00Z,douche,sansa,0
2019-04-15T00:45:00Z,douche,arya,0
2019-04-15T00:45:00Z,douche,tyrion,0
2019-04-15T00:45:00Z,douche,jaime,0
2019-04-15T00:45:00Z,douche,cersei,0
2019-04-15T00:46:00Z,fuck,jon snow,2
2019-04-15T00:46:00Z,fuck,daenerys,2
2019-04-15T00:46:00Z,fuck,sansa,3
2019-04-15T00:46:00Z,fuck,arya,4
2019-04-15T00:46:00Z,fuck,tyrion,1
2019-04-15T00:46:00Z,fuck,jaime,0
2019-04-15T00:46:00Z,fuck,cersei,1
2019-04-15T00:46:00Z,shit,jon snow,2
2019-04-15T00:46:00Z,shit,daenerys,1
2019-04-15T00:46:00Z,shit,sansa,1
2019-04-15T00:46:00Z,shit,arya,1
2019-04-15T00:46:00Z,shit,tyrion,1
2019-04-15T00:46:00Z,shit,jaime,0
2019-04-15T00:46:00Z,shit,cersei,2
2019-04-15T00:46:00Z,bitch,jon snow,0
2019-04-15T00:46:00Z,bitch,daenerys,2
2019-04-15T00:46:00Z,bitch,sansa,0
2019-04-15T00:46:00Z,bitch,arya,0
2019-04-15T00:46:00Z,bitch,tyrion,0
2019-04-15T00:46:00Z,bitch,jaime,0
2019-04-15T00:46:00Z,bitch,cersei,4
2019-04-15T00:46:00Z,ass,jon snow,0
2019-04-15T00:46:00Z,ass,daenerys,0
2019-04-15T00:46:00Z,ass,sansa,0
2019-04-15T00:46:00Z,ass,arya,1
2019-04-15T00:46:00Z,ass,tyrion,0
2019-04-15T00:46:00Z,ass,jaime,0
2019-04-15T00:46:00Z,ass,cersei,1
2019-04-15T00:46:00Z,dick,jon snow,1
2019-04-15T00:46:00Z,dick,daenerys,0
2019-04-15T00:46:00Z,dick,sansa,0
2019-04-15T00:46:00Z,dick,arya,0
2019-04-15T00:46:00Z,dick,tyrion,0
2019-04-15T00:46:00Z,dick,jaime,0
2019-04-15T00:46:00Z,dick,cersei,0
2019-04-15T00:46:00Z,douche,jon snow,0
2019-04-15T00:46:00Z,douche,daenerys,0
2019-04-15T00:46:00Z,douche,sansa,0
2019-04-15T00:46:00Z,douche,arya,0
2019-04-15T00:46:00Z,douche,tyrion,0
2019-04-15T00:46:00Z,douche,jaime,0
2019-04-15T00:46:00Z,douche,cersei,0
2019-04-15T00:47:00Z,fuck,jon snow,2
2019-04-15T00:47:00Z,fuck,daenerys,3
2019-04-15T00:47:00Z,fuck,sansa,2
2019-04-15T00:47:00Z,fuck,arya,0
2019-04-15T00:47:00Z,fuck,tyrion,0
2019-04-15T00:47:00Z,fuck,jaime,0
2019-04-15T00:47:00Z,fuck,cersei,4
2019-04-15T00:47:00Z,shit,jon snow,1
2019-04-15T00:47:00Z,shit,daenerys,1
2019-04-15T00:47:00Z,shit,sansa,2
2019-04-15T00:47:00Z,shit,arya,0
2019-04-15T00:47:00Z,shit,tyrion,1
2019-04-15T00:47:00Z,shit,jaime,0
2019-04-15T00:47:00Z,shit,cersei,2
2019-04-15T00:47:00Z,bitch,jon snow,2
2019-04-15T00:47:00Z,bitch,daenerys,4
2019-04-15T00:47:00Z,bitch,sansa,2
2019-04-15T00:47:00Z,bitch,arya,1
2019-04-15T00:47:00Z,bitch,tyrion,0
2019-04-15T00:47:00Z,bitch,jaime,0
2019-04-15T00:47:00Z,bitch,cersei,0
2019-04-15T00:47:00Z,ass,jon snow,2
2019-04-15T00:47:00Z,ass,daenerys,0
2019-04-15T00:47:00Z,ass,sansa,2
2019-04-15T00:47:00Z,ass,arya,0
2019-04-15T00:47:00Z,ass,tyrion,0
2019-04-15T00:47:00Z,ass,jaime,1
2019-04-15T00:47:00Z,ass,cersei,0
2019-04-15T00:47:00Z,dick,jon snow,1
2019-04-15T00:47:00Z,dick,daenerys,0
2019-04-15T00:47:00Z,dick,sansa,0
2019-04-15T00:47:00Z,dick,arya,0
2019-04-15T00:47:00Z,dick,tyrion,0
2019-04-15T00:47:00Z,dick,jaime,0
2019-04-15T00:47:00Z,dick,cersei,0
2019-04-15T00:47:00Z,douche,jon snow,0
2019-04-15T00:47:00Z,douche,daenerys,0
2019-04-15T00:47:00Z,douche,sansa,0
2019-04-15T00:47:00Z,douche,arya,0
2019-04-15T00:47:00Z,douche,tyrion,0
2019-04-15T00:47:00Z,douche,jaime,0
2019-04-15T00:47:00Z,douche,cersei,0
2019-04-15T00:48:00Z,fuck,jon snow,4
2019-04-15T00:48:00Z,fuck,daenerys,5
2019-04-15T00:48:00Z,fuck,sansa,2
2019-04-15T00:48:00Z,fuck,arya,2
2019-04-15T00:48:00Z,fuck,tyrion,1
2019-04-15T00:48:00Z,fuck,jaime,1
2019-04-15T00:48:00Z,fuck,cersei,0
2019-04-15T00:48:00Z,shit,jon snow,1
2019-04-15T00:48:00Z,shit,daenerys,0
2019-04-15T00:48:00Z,shit,sansa,0
2019-04-15T00:48:00Z,shit,arya,2
2019-04-15T00:48:00Z,shit,tyrion,0
2019-04-15T00:48:00Z,shit,jaime,0
2019-04-15T00:48:00Z,shit,cersei,0
2019-04-15T00:48:00Z,bitch,jon snow,6
2019-04-15T00:48:00Z,bitch,daenerys,3
2019-04-15T00:48:00Z,bitch,sansa,8
2019-04-15T00:48:00Z,bitch,arya,2
2019-04-15T00:48:00Z,bitch,tyrion,1
2019-04-15T00:48:00Z,bitch,jaime,0
2019-04-15T00:48:00Z,bitch,cersei,3
2019-04-15T00:48:00Z,ass,jon snow,7
2019-04-15T00:48:00Z,ass,daenerys,0
2019-04-15T00:48:00Z,ass,sansa,5
2019-04-15T00:48:00Z,ass,arya,1
2019-04-15T00:48:00Z,ass,tyrion,0
2019-04-15T00:48:00Z,ass,jaime,0
2019-04-15T00:48:00Z,ass,cersei,1
2019-04-15T00:48:00Z,dick,jon snow,1
2019-04-15T00:48:00Z,dick,daenerys,0
2019-04-15T00:48:00Z,dick,sansa,0
2019-04-15T00:48:00Z,dick,arya,0
2019-04-15T00:48:00Z,dick,tyrion,0
2019-04-15T00:48:00Z,dick,jaime,0
2019-04-15T00:48:00Z,dick,cersei,0
2019-04-15T00:48:00Z,douche,jon snow,0
2019-04-15T00:48:00Z,douche,daenerys,0
2019-04-15T00:48:00Z,douche,sansa,0
2019-04-15T00:48:00Z,douche,arya,0
2019-04-15T00:48:00Z,douche,tyrion,0
2019-04-15T00:48:00Z,douche,jaime,0
2019-04-15T00:48:00Z,douche,cersei,0
2019-04-15T00:49:00Z,fuck,jon snow,3
2019-04-15T00:49:00Z,fuck,daenerys,4
2019-04-15T00:49:00Z,fuck,sansa,1
2019-04-15T00:49:00Z,fuck,arya,2
