subject	word	time	count
Donald Trump	ass	2016-03-03T20:30-0500	0
Donald Trump	bitch	2016-03-03T20:30-0500	0
Donald Trump	damn	2016-03-03T20:30-0500	0
Donald Trump	dick	2016-03-03T20:30-0500	0
Donald Trump	douche	2016-03-03T20:30-0500	0
Donald Trump	fuck	2016-03-03T20:30-0500	0
Donald Trump	shit	2016-03-03T20:30-0500	0
John Kasich	ass	2016-03-03T20:30-0500	0
John Kasich	bitch	2016-03-03T20:30-0500	0
John Kasich	damn	2016-03-03T20:30-0500	0
John Kasich	dick	2016-03-03T20:30-0500	0
John Kasich	douche	2016-03-03T20:30-0500	0
John Kasich	fuck	2016-03-03T20:30-0500	0
John Kasich	shit	2016-03-03T20:30-0500	0
Marco Rubio	ass	2016-03-03T20:30-0500	0
Marco Rubio	bitch	2016-03-03T20:30-0500	0
Marco Rubio	damn	2016-03-03T20:30-0500	0
Marco Rubio	dick	2016-03-03T20:30-0500	0
Marco Rubio	douche	2016-03-03T20:30-0500	0
Marco Rubio	fuck	2016-03-03T20:30-0500	0
Marco Rubio	shit	2016-03-03T20:30-0500	0
Ted Cruz	ass	2016-03-03T20:30-0500	0
Ted Cruz	bitch	2016-03-03T20:30-0500	0
Ted Cruz	damn	2016-03-03T20:30-0500	0
Ted Cruz	dick	2016-03-03T20:30-0500	0
Ted Cruz	douche	2016-03-03T20:30-0500	0
Ted Cruz	fuck	2016-03-03T20:30-0500	0
Ted Cruz	shit	2016-03-03T20:30-0500	0
Donald Trump	ass	2016-03-03T20:31-0500	0
Donald Trump	bitch	2016-03-03T20:31-0500	0
Donald Trump	damn	2016-03-03T20:31-0500	0
Donald Trump	dick	2016-03-03T20:31-0500	0
Donald Trump	douche	2016-03-03T20:31-0500	0
Donald Trump	fuck	2016-03-03T20:31-0500	0
Donald Trump	shit	2016-03-03T20:31-0500	0
John Kasich	ass	2016-03-03T20:31-0500	0
John Kasich	bitch	2016-03-03T20:31-0500	0
John Kasich	damn	2016-03-03T20:31-0500	0
John Kasich	dick	2016-03-03T20:31-0500	0
John Kasich	douche	2016-03-03T20:31-0500	0
John Kasich	fuck	2016-03-03T20:31-0500	0
John Kasich	shit	2016-03-03T20:31-0500	0
Marco Rubio	ass	2016-03-03T20:31-0500	0
Marco Rubio	bitch	2016-03-03T20:31-0500	0
Marco Rubio	damn	2016-03-03T20:31-0500	0
Marco Rubio	dick	2016-03-03T20:31-0500	0
Marco Rubio	douche	2016-03-03T20:31-0500	0
Marco Rubio	fuck	2016-03-03T20:31-0500	0
Marco Rubio	shit	2016-03-03T20:31-0500	0
Ted Cruz	ass	2016-03-03T20:31-0500	0
Ted Cruz	bitch	2016-03-03T20:31-0500	0
Ted Cruz	damn	2016-03-03T20:31-0500	0
Ted Cruz	dick	2016-03-03T20:31-0500	0
Ted Cruz	douche	2016-03-03T20:31-0500	0
Ted Cruz	fuck	2016-03-03T20:31-0500	0
Ted Cruz	shit	2016-03-03T20:31-0500	0
Donald Trump	ass	2016-03-03T20:32-0500	0
Donald Trump	bitch	2016-03-03T20:32-0500	0
Donald Trump	damn	2016-03-03T20:32-0500	0
Donald Trump	dick	2016-03-03T20:32-0500	0
Donald Trump	douche	2016-03-03T20:32-0500	0
Donald Trump	fuck	2016-03-03T20:32-0500	0
Donald Trump	shit	2016-03-03T20:32-0500	1
John Kasich	ass	2016-03-03T20:32-0500	0
John Kasich	bitch	2016-03-03T20:32-0500	0
John Kasich	damn	2016-03-03T20:32-0500	0
John Kasich	dick	2016-03-03T20:32-0500	0
John Kasich	douche	2016-03-03T20:32-0500	0
John Kasich	fuck	2016-03-03T20:32-0500	0
John Kasich	shit	2016-03-03T20:32-0500	0
Marco Rubio	ass	2016-03-03T20:32-0500	0
Marco Rubio	bitch	2016-03-03T20:32-0500	0
Marco Rubio	damn	2016-03-03T20:32-0500	0
Marco Rubio	dick	2016-03-03T20:32-0500	0
Marco Rubio	douche	2016-03-03T20:32-0500	0
Marco Rubio	fuck	2016-03-03T20:32-0500	0
Marco Rubio	shit	2016-03-03T20:32-0500	0
Ted Cruz	ass	2016-03-03T20:32-0500	0
Ted Cruz	bitch	2016-03-03T20:32-0500	0
Ted Cruz	damn	2016-03-03T20:32-0500	0
Ted Cruz	dick	2016-03-03T20:32-0500	0
Ted Cruz	douche	2016-03-03T20:32-0500	0
Ted Cruz	fuck	2016-03-03T20:32-0500	0
Ted Cruz	shit	2016-03-03T20:32-0500	0
Donald Trump	ass	2016-03-03T20:33-0500	4
Donald Trump	bitch	2016-03-03T20:33-0500	3
Donald Trump	damn	2016-03-03T20:33-0500	0
Donald Trump	dick	2016-03-03T20:33-0500	0
Donald Trump	douche	2016-03-03T20:33-0500	0
Donald Trump	fuck	2016-03-03T20:33-0500	6
Donald Trump	shit	2016-03-03T20:33-0500	16
John Kasich	ass	2016-03-03T20:33-0500	0
John Kasich	bitch	2016-03-03T20:33-0500	0
John Kasich	damn	2016-03-03T20:33-0500	0
John Kasich	dick	2016-03-03T20:33-0500	0
John Kasich	douche	2016-03-03T20:33-0500	0
John Kasich	fuck	2016-03-03T20:33-0500	0
John Kasich	shit	2016-03-03T20:33-0500	0
Marco Rubio	ass	2016-03-03T20:33-0500	1
Marco Rubio	bitch	2016-03-03T20:33-0500	0
Marco Rubio	damn	2016-03-03T20:33-0500	0
Marco Rubio	dick	2016-03-03T20:33-0500	0
Marco Rubio	douche	2016-03-03T20:33-0500	0
Marco Rubio	fuck	2016-03-03T20:33-0500	2
Marco Rubio	shit	2016-03-03T20:33-0500	1
Ted Cruz	ass	2016-03-03T20:33-0500	0
Ted Cruz	bitch	2016-03-03T20:33-0500	0
Ted Cruz	damn	2016-03-03T20:33-0500	0
Ted Cruz	dick	2016-03-03T20:33-0500	0
Ted Cruz	douche	2016-03-03T20:33-0500	0
Ted Cruz	fuck	2016-03-03T20:33-0500	2
Ted Cruz	shit	2016-03-03T20:33-0500	1
Donald Trump	ass	2016-03-03T20:34-0500	7
Donald Trump	bitch	2016-03-03T20:34-0500	0
Donald Trump	damn	2016-03-03T20:34-0500	1
Donald Trump	dick	2016-03-03T20:34-0500	0
Donald Trump	douche	2016-03-03T20:34-0500	1
Donald Trump	fuck	2016-03-03T20:34-0500	9
Donald Trump	shit	2016-03-03T20:34-0500	18
John Kasich	ass	2016-03-03T20:34-0500	0
John Kasich	bitch	2016-03-03T20:34-0500	0
John Kasich	damn	2016-03-03T20:34-0500	0
John Kasich	dick	2016-03-03T20:34-0500	0
John Kasich	douche	2016-03-03T20:34-0500	0
John Kasich	fuck	2016-03-03T20:34-0500	0
John Kasich	shit	2016-03-03T20:34-0500	0
Marco Rubio	ass	2016-03-03T20:34-0500	0
Marco Rubio	bitch	2016-03-03T20:34-0500	0
Marco Rubio	damn	2016-03-03T20:34-0500	0
Marco Rubio	dick	2016-03-03T20:34-0500	0
Marco Rubio	douche	2016-03-03T20:34-0500	0
Marco Rubio	fuck	2016-03-03T20:34-0500	0
Marco Rubio	shit	2016-03-03T20:34-0500	1
Ted Cruz	ass	2016-03-03T20:34-0500	0
Ted Cruz	bitch	2016-03-03T20:34-0500	0
Ted Cruz	damn	2016-03-03T20:34-0500	0
Ted Cruz	dick	2016-03-03T20:34-0500	0
Ted Cruz	douche	2016-03-03T20:34-0500	0
Ted Cruz	fuck	2016-03-03T20:34-0500	2
Ted Cruz	shit	2016-03-03T20:34-0500	0
Donald Trump	ass	2016-03-03T20:35-0500	15
Donald Trump	bitch	2016-03-03T20:35-0500	1
Donald Trump	damn	2016-03-03T20:35-0500	0
Donald Trump	dick	2016-03-03T20:35-0500	3
Donald Trump	douche	2016-03-03T20:35-0500	1
Donald Trump	fuck	2016-03-03T20:35-0500	14
Donald Trump	shit	2016-03-03T20:35-0500	19
John Kasich	ass	2016-03-03T20:35-0500	0
John Kasich	bitch	2016-03-03T20:35-0500	0
John Kasich	damn	2016-03-03T20:35-0500	0
John Kasich	dick	2016-03-03T20:35-0500	0
John Kasich	douche	2016-03-03T20:35-0500	0
John Kasich	fuck	2016-03-03T20:35-0500	0
John Kasich	shit	2016-03-03T20:35-0500	0
Marco Rubio	ass	2016-03-03T20:35-0500	0
Marco Rubio	bitch	2016-03-03T20:35-0500	0
Marco Rubio	damn	2016-03-03T20:35-0500	1
Marco Rubio	dick	2016-03-03T20:35-0500	1
Marco Rubio	douche	2016-03-03T20:35-0500	0
Marco Rubio	fuck	2016-03-03T20:35-0500	2
Marco Rubio	shit	2016-03-03T20:35-0500	0
Ted Cruz	ass	2016-03-03T20:35-0500	0
Ted Cruz	bitch	2016-03-03T20:35-0500	0
Ted Cruz	damn	2016-03-03T20:35-0500	1
Ted Cruz	dick	2016-03-03T20:35-0500	1
Ted Cruz	douche	2016-03-03T20:35-0500	0
Ted Cruz	fuck	2016-03-03T20:35-0500	5
Ted Cruz	shit	2016-03-03T20:35-0500	1
Donald Trump	ass	2016-03-03T20:36-0500	7
Donald Trump	bitch	2016-03-03T20:36-0500	1
Donald Trump	damn	2016-03-03T20:36-0500	2
Donald Trump	dick	2016-03-03T20:36-0500	0
Donald Trump	douche	2016-03-03T20:36-0500	0
Donald Trump	fuck	2016-03-03T20:36-0500	5
Donald Trump	shit	2016-03-03T20:36-0500	11
John Kasich	ass	2016-03-03T20:36-0500	0
John Kasich	bitch	2016-03-03T20:36-0500	0
John Kasich	damn	2016-03-03T20:36-0500	0
John Kasich	dick	2016-03-03T20:36-0500	0
John Kasich	douche	2016-03-03T20:36-0500	0
John Kasich	fuck	2016-03-03T20:36-0500	0
John Kasich	shit	2016-03-03T20:36-0500	0
Marco Rubio	ass	2016-03-03T20:36-0500	0
Marco Rubio	bitch	2016-03-03T20:36-0500	0
Marco Rubio	damn	2016-03-03T20:36-0500	0
Marco Rubio	dick	2016-03-03T20:36-0500	0
Marco Rubio	douche	2016-03-03T20:36-0500	0
Marco Rubio	fuck	2016-03-03T20:36-0500	0
Marco Rubio	shit	2016-03-03T20:36-0500	1
Ted Cruz	ass	2016-03-03T20:36-0500	0
Ted Cruz	bitch	2016-03-03T20:36-0500	0
Ted Cruz	damn	2016-03-03T20:36-0500	2
Ted Cruz	dick	2016-03-03T20:36-0500	1
Ted Cruz	douche	2016-03-03T20:36-0500	0
Ted Cruz	fuck	2016-03-03T20:36-0500	1
Ted Cruz	shit	2016-03-03T20:36-0500	0
Donald Trump	ass	2016-03-03T20:37-0500	6
Donald Trump	bitch	2016-03-03T20:37-0500	0
Donald Trump	damn	2016-03-03T20:37-0500	3
Donald Trump	dick	2016-03-03T20:37-0500	0
Donald Trump	douche	2016-03-03T20:37-0500	0
Donald Trump	fuck	2016-03-03T20:37-0500	12
Donald Trump	shit	2016-03-03T20:37-0500	19
John Kasich	ass	2016-03-03T20:37-0500	0
John Kasich	bitch	2016-03-03T20:37-0500	0
John Kasich	damn	2016-03-03T20:37-0500	0
John Kasich	dick	2016-03-03T20:37-0500	0
John Kasich	douche	2016-03-03T20:37-0500	0
John Kasich	fuck	2016-03-03T20:37-0500	0
John Kasich	shit	2016-03-03T20:37-0500	0
Marco Rubio	ass	2016-03-03T20:37-0500	2
Marco Rubio	bitch	2016-03-03T20:37-0500	0
Marco Rubio	damn	2016-03-03T20:37-0500	1
Marco Rubio	dick	2016-03-03T20:37-0500	1
Marco Rubio	douche	2016-03-03T20:37-0500	0
Marco Rubio	fuck	2016-03-03T20:37-0500	0
Marco Rubio	shit	2016-03-03T20:37-0500	0
Ted Cruz	ass	2016-03-03T20:37-0500	0
Ted Cruz	bitch	2016-03-03T20:37-0500	0
Ted Cruz	damn	2016-03-03T20:37-0500	3
Ted Cruz	dick	2016-03-03T20:37-0500	0
Ted Cruz	douche	2016-03-03T20:37-0500	0
Ted Cruz	fuck	2016-03-03T20:37-0500	2
Ted Cruz	shit	2016-03-03T20:37-0500	1
Donald Trump	ass	2016-03-03T20:38-0500	4
Donald Trump	bitch	2016-03-03T20:38-0500	2
Donald Trump	damn	2016-03-03T20:38-0500	1
Donald Trump	dick	2016-03-03T20:38-0500	3
Donald Trump	douche	2016-03-03T20:38-0500	1
Donald Trump	fuck	2016-03-03T20:38-0500	7
Donald Trump	shit	2016-03-03T20:38-0500	14
John Kasich	ass	2016-03-03T20:38-0500	0
John Kasich	bitch	2016-03-03T20:38-0500	0
John Kasich	damn	2016-03-03T20:38-0500	0
John Kasich	dick	2016-03-03T20:38-0500	0
John Kasich	douche	2016-03-03T20:38-0500	0
John Kasich	fuck	2016-03-03T20:38-0500	0
John Kasich	shit	2016-03-03T20:38-0500	0
Marco Rubio	ass	2016-03-03T20:38-0500	0
Marco Rubio	bitch	2016-03-03T20:38-0500	0
Marco Rubio	damn	2016-03-03T20:38-0500	0
Marco Rubio	dick	2016-03-03T20:38-0500	0
Marco Rubio	douche	2016-03-03T20:38-0500	0
Marco Rubio	fuck	2016-03-03T20:38-0500	0
Marco Rubio	shit	2016-03-03T20:38-0500	0
Ted Cruz	ass	2016-03-03T20:38-0500	0
Ted Cruz	bitch	2016-03-03T20:38-0500	0
Ted Cruz	damn	2016-03-03T20:38-0500	0
Ted Cruz	dick	2016-03-03T20:38-0500	0
Ted Cruz	douche	2016-03-03T20:38-0500	0
Ted Cruz	fuck	2016-03-03T20:38-0500	0
Ted Cruz	shit	2016-03-03T20:38-0500	2
Donald Trump	ass	2016-03-03T20:39-0500	7
Donald Trump	bitch	2016-03-03T20:39-0500	3
Donald Trump	damn	2016-03-03T20:39-0500	1
Donald Trump	dick	2016-03-03T20:39-0500	0
Donald Trump	douche	2016-03-03T20:39-0500	0
Donald Trump	fuck	2016-03-03T20:39-0500	8
Donald Trump	shit	2016-03-03T20:39-0500	11
John Kasich	ass	2016-03-03T20:39-0500	0
John Kasich	bitch	2016-03-03T20:39-0500	0
John Kasich	damn	2016-03-03T20:39-0500	0
John Kasich	dick	2016-03-03T20:39-0500	0
John Kasich	douche	2016-03-03T20:39-0500	0
John Kasich	fuck	2016-03-03T20:39-0500	0
John Kasich	shit	2016-03-03T20:39-0500	0
Marco Rubio	ass	2016-03-03T20:39-0500	1
Marco Rubio	bitch	2016-03-03T20:39-0500	0
Marco Rubio	damn	2016-03-03T20:39-0500	0
Marco Rubio	dick	2016-03-03T20:39-0500	0
Marco Rubio	douche	2016-03-03T20:39-0500	0
Marco Rubio	fuck	2016-03-03T20:39-0500	0
Marco Rubio	shit	2016-03-03T20:39-0500	1
Ted Cruz	ass	2016-03-03T20:39-0500	0
Ted Cruz	bitch	2016-03-03T20:39-0500	0
Ted Cruz	damn	2016-03-03T20:39-0500	0
Ted Cruz	dick	2016-03-03T20:39-0500	0
Ted Cruz	douche	2016-03-03T20:39-0500	0
Ted Cruz	fuck	2016-03-03T20:39-0500	1
Ted Cruz	shit	2016-03-03T20:39-0500	1
Donald Trump	ass	2016-03-03T20:40-0500	1
Donald Trump	bitch	2016-03-03T20:40-0500	0
Donald Trump	damn	2016-03-03T20:40-0500	2
Donald Trump	dick	2016-03-03T20:40-0500	1
Donald Trump	douche	2016-03-03T20:40-0500	2
Donald Trump	fuck	2016-03-03T20:40-0500	6
Donald Trump	shit	2016-03-03T20:40-0500	13
John Kasich	ass	2016-03-03T20:40-0500	0
John Kasich	bitch	2016-03-03T20:40-0500	0
John Kasich	damn	2016-03-03T20:40-0500	0
John Kasich	dick	2016-03-03T20:40-0500	0
John Kasich	douche	2016-03-03T20:40-0500	0
John Kasich	fuck	2016-03-03T20:40-0500	0
John Kasich	shit	2016-03-03T20:40-0500	0
Marco Rubio	ass	2016-03-03T20:40-0500	0
Marco Rubio	bitch	2016-03-03T20:40-0500	0
Marco Rubio	damn	2016-03-03T20:40-0500	1
Marco Rubio	dick	2016-03-03T20:40-0500	0
Marco Rubio	douche	2016-03-03T20:40-0500	0
